,Aircraft,Cabin Staff Service,Date Flown,Food & Beverages,Ground Service,Inflight Entertainment,Recommended,Route,Seat Comfort,Seat Type,Type Of Traveller,Value For Money,Wifi & Connectivity
985,E-170,3,August 2016,3.0,3,2.0,no,LCY to GVA,4,Economy Class,Family Leisure,2,
986,Boeing 767,5,August 2016,5.0,3,1.0,no,LHR to LCA,1,Business Class,Family Leisure,2,
987,Boeing 787-900,5,August 2016,4.0,5,3.0,yes,LHR to PVG,2,Economy Class,Business,5,
988,A380,1,August 2016,1.0,1,1.0,no,PRG to SIN via LHR,3,Economy Class,Family Leisure,3,
989,Boeing 747-400,2,August 2016,2.0,2,1.0,no,PHX to LHR,1,Business Class,Family Leisure,1,1.0
990,Boeing 767,4,August 2016,3.0,4,1.0,yes,BCN to LHR,3,Economy Class,Solo Leisure,3,
991,Boeing 747-400,2,July 2016,1.0,5,3.0,no,"LHR to BOS, SEA to LHR",5,First Class,Family Leisure,1,1.0
992,A320,2,August 2016,1.0,2,1.0,no,TXL to LHR,1,Economy Class,Business,1,
993,A320,4,August 2016,1.0,2,1.0,no,WAW to LHR,3,Economy Class,Solo Leisure,2,
994,Boeing 747-400,2,August 2016,3.0,1,4.0,no,MAN to JFK via LHR,2,Economy Class,Couple Leisure,3,2.0
995,787,2,August 2016,3.0,1,5.0,no,LHR to YYC,5,Premium Economy,Family Leisure,1,2.0
996,A320,2,July 2016,1.0,3,1.0,no,MLA to LHR,2,First Class,Family Leisure,3,
997,Boeing 747-400,4,July 2016,3.0,5,4.0,yes,LHR to BOS,5,Business Class,Couple Leisure,4,
998,,3,August 2016,3.0,1,1.0,no,NAP to LGW,3,Business Class,Couple Leisure,1,1.0
999,A380,5,August 2016,5.0,3,5.0,yes,LHR to YVR,3,Economy Class,Business,3,
1000,A380,3,August 2016,3.0,3,4.0,no,LHR to IAD,1,Business Class,Couple Leisure,3,
1001,Boeing 777-200,4,August 2016,3.0,4,5.0,yes,BOS to SXF via LHR,3,Economy Class,Solo Leisure,3,
1002,Boeing 777-236 ER,5,April 2016,5.0,3,3.0,yes,LGW to TPA,5,Business Class,Couple Leisure,4,
1003,A319,1,August 2016,1.0,1,1.0,no,FRA to LHR,1,Business Class,Business,1,
1004,,3,June 2016,3.0,4,1.0,no,DUB to SFO via PHL,1,Business Class,Couple Leisure,2,1.0
1005,Boeing 747,3,August 2016,3.0,1,1.0,no,MEX to AMS via LHR,3,Premium Economy,Solo Leisure,1,1.0
1006,Boeing 777-300ER,4,August 2016,4.0,4,4.0,yes,SIN to SYD,4,Economy Class,Solo Leisure,5,
1007,A380,3,July 2016,3.0,3,3.0,yes,MIA to LHR,4,Business Class,Family Leisure,3,
1008,Boeing 777,4,July 2016,4.0,4,4.0,yes,DOH to CDG via BAH / LHR,4,Premium Economy,Business,4,
1009,Boeing 747-400,5,July 2016,1.0,4,2.0,yes,GRU to LHR,3,First Class,Solo Leisure,2,
1010,Boeing 787,5,April 2016,3.0,3,3.0,yes,GLA to KUL via LHR,4,Business Class,Couple Leisure,3,
1011,A380,3,July 2016,4.0,3,4.0,yes,LHR to MIA,5,Business Class,Family Leisure,4,
1012,A320 / Boeing 787,4,July 2016,4.0,4,4.0,yes,ATH to KUL via LHR,4,Business Class,Business,4,4.0
1013,A319,5,July 2016,5.0,5,4.0,yes,LBA to LHR,5,Economy Class,Couple Leisure,5,2.0
1014,Boeing 777-200,3,July 2016,3.0,1,2.0,no,BLR to LHR,4,Economy Class,Business,3,1.0
1015,Boeing 777-200,5,July 2016,5.0,5,5.0,yes,LHR to JFK,5,First Class,Solo Leisure,5,
1016,Boeing 747-400,5,July 2016,4.0,5,5.0,yes,JFK to LHR,5,Business Class,Solo Leisure,5,
1017,Boeing 787,5,July 2016,3.0,4,5.0,yes,LHR to YYC,4,Business Class,Couple Leisure,3,
1018,Boeing 777,4,July 2016,4.0,1,3.0,no,LHR to BOS,4,First Class,Business,2,2.0
1019,Boeing 777-200,2,July 2016,1.0,1,3.0,no,AMS to BKK via LHR,3,Business Class,Couple Leisure,1,
1020,,3,July 2016,3.0,1,2.0,no,MXP to MEX via LHR,3,Economy Class,Solo Leisure,1,1.0
1021,Boeing 747-400,1,July 2016,1.0,1,1.0,no,LHR to JFK,1,Economy Class,Business,1,2.0
1022,Boeing 777 and Boeing 787,5,June 2016,3.0,5,5.0,no,LHR to BKK via KUL,5,Business Class,Solo Leisure,1,
1023,Boeing 787,5,July 2016,5.0,5,5.0,no,KUL to LHR,5,Business Class,Business,1,5.0
1024,A380,1,March 2016,2.0,1,2.0,no,JNB to LHR,1,Business Class,Business,1,
1025,,5,August 2015,5.0,4,5.0,yes,YYZ to EBB via LHR,4,Economy Class,Solo Leisure,3,4.0
1026,,1,July 2016,1.0,1,1.0,no,KUL to LHR,1,Premium Economy,Business,1,1.0
1027,A320,5,June 2016,1.0,2,1.0,no,ZRH to LHR,1,Business Class,Business,3,1.0
1028,Boeing 777,5,June 2016,4.0,4,5.0,yes,LGW to UVF,4,First Class,Couple Leisure,4,
1029,,5,April 2016,5.0,2,5.0,yes,MAN to JNB via LHR,4,Economy Class,Couple Leisure,4,3.0
1030,A380,5,June 2016,4.0,3,4.0,yes,LHR to YVR,4,Business Class,Couple Leisure,4,
1031,,1,June 2016,1.0,1,1.0,no,MRS to LHR,3,Economy Class,Solo Leisure,1,1.0
1032,A380,2,June 2016,2.0,2,4.0,no,LAX to FCO via LHR,1,Economy Class,Couple Leisure,1,
1033,A380 and Boeing 767,5,June 2016,4.0,1,3.0,no,JNB to EDI via LHR,4,First Class,Couple Leisure,1,
1034,Boeing 777,1,June 2016,4.0,2,3.0,no,LHR to BKK,4,Economy Class,Solo Leisure,3,3.0
1035,Boeing 787,5,June 2016,5.0,5,5.0,yes,LHR to EWR,5,Premium Economy,Couple Leisure,5,
1036,,5,June 2016,4.0,4,3.0,yes,NCL to LAS via LHR,2,Economy Class,Family Leisure,4,3.0
1037,Boeing 777-200ER,5,June 2016,5.0,5,5.0,yes,JFK to LGW,5,Economy Class,Solo Leisure,5,
1038,,4,June 2016,2.0,1,2.0,no,LHR to MCI via ORD,4,First Class,Family Leisure,1,3.0
1039,Boeing 777,5,May 2016,4.0,5,4.0,yes,BGI to LGW,4,Business Class,Solo Leisure,4,
1040,Boeing 747,1,June 2016,1.0,1,1.0,no,LHR to MIA,1,Economy Class,Couple Leisure,1,1.0
1041,Boeing 777-200,2,June 2016,1.0,4,3.0,no,PHL to LHR,5,First Class,Solo Leisure,1,
1042,A380,3,June 2016,2.0,4,4.0,yes,LHR to SIN,4,Premium Economy,Solo Leisure,3,
1043,Boeing 777-200,5,June 2016,1.0,5,4.0,yes,LHR to BOS,4,Business Class,Couple Leisure,4,
1044,Boeing 777,2,May 2016,3.0,5,3.0,no,SIN to SYD,3,Business Class,Couple Leisure,3,
1045,"A320, A380",4,June 2016,3.0,1,5.0,no,BCN to SFO via LHR,5,First Class,Solo Leisure,3,1.0
1046,Boeing 777,5,June 2016,4.0,4,2.0,yes,UVF to LGW,3,Business Class,Couple Leisure,3,
1047,Boeing 777,3,May 2016,3.0,1,2.0,no,LGW to UVF,4,Premium Economy,Couple Leisure,3,
1048,A320 / Boeing 777,5,June 2016,4.0,5,4.0,yes,MAN to PHL via LHR,5,First Class,Solo Leisure,5,
1049,Boeing 747-400,4,June 2016,4.0,1,3.0,yes,JFK to LHR,3,First Class,Couple Leisure,3,
1050,Boeing 747-400,2,May 2016,2.0,2,1.0,no,LHR to MIA,2,Economy Class,Family Leisure,3,1.0
1051,,3,May 2016,3.0,3,3.0,no,LGW to LIM,4,Business Class,Couple Leisure,3,3.0
1052,Boeing 747,5,May 2016,1.0,5,5.0,yes,JFK to LHR,5,Economy Class,Solo Leisure,4,
1053,Boeing 747-400,4,May 2016,4.0,4,3.0,yes,LHR to DXB,3,Economy Class,Solo Leisure,4,
1054,A380,4,May 2016,4.0,3,5.0,yes,LHR to SFO,5,Premium Economy,Solo Leisure,5,
1055,Boeing 777-200,5,May 2016,4.0,1,1.0,yes,LGW to PUJ,3,Economy Class,Couple Leisure,3,
1056,Boeing 777,4,May 2016,4.0,4,4.0,yes,LGW to BDA,4,Economy Class,Couple Leisure,4,
1057,Boeing 787,5,March 2016,5.0,5,5.0,yes,LHR to YYZ,5,Business Class,Solo Leisure,4,
1058,Boeing 777-300,4,May 2016,4.0,3,2.0,yes,BKK to LHR,3,Economy Class,Solo Leisure,4,
1059,A380,3,May 2016,3.0,4,4.0,no,SFO to LHR,4,Business Class,Business,2,3.0
1060,A321 / Boeing 747-400,4,May 2016,4.0,4,2.0,yes,AMS to GRU via LHR,4,Economy Class,Couple Leisure,5,
1061,Boeing 747-400,4,May 2016,3.0,5,2.0,yes,JFK to LHR,4,Economy Class,Couple Leisure,3,
1062,Boeing 747-400,4,May 2016,3.0,4,2.0,yes,LHR to JFK,4,Business Class,Couple Leisure,3,
1063,Boeing 777,4,May 2016,4.0,4,2.0,yes,BGI to LGW,4,Business Class,Couple Leisure,4,
1064,Boeing 777,5,May 2016,4.0,4,3.0,yes,LGW to BGI,4,Business Class,Couple Leisure,4,
1065,,1,May 2016,1.0,3,1.0,no,LGW to CTA,2,Economy Class,Solo Leisure,2,1.0
1066,Boeing 777,3,May 2016,4.0,5,3.0,yes,LGW to MCO,4,Economy Class,Family Leisure,4,
1067,Boeing 777-200,4,May 2016,1.0,4,1.0,no,BKK to LHR,3,Premium Economy,Family Leisure,2,
1068,Boeing 777,5,May 2016,4.0,4,3.0,yes,PVG to LHR,4,Economy Class,Solo Leisure,5,
1069,Boeing 747-400,4,May 2016,3.0,4,2.0,yes,LHR to DEN,4,Premium Economy,Solo Leisure,4,
1070,A320 / Boeing 777,2,May 2016,2.0,4,1.0,yes,PSA to ORD via LHR,2,Economy Class,Solo Leisure,3,
1071,Boeing 787,4,May 2016,3.0,4,4.0,no,LHR to Seoul,1,Business Class,Business,3,
1072,Boeing 787,1,May 2016,1.0,3,2.0,no,KUL to LHR,1,Economy Class,Solo Leisure,2,2.0
1073,Boeing 777-200,4,March 2016,5.0,5,4.0,yes,YYZ to LHR,3,First Class,Couple Leisure,5,
1074,,4,April 2016,1.0,4,2.0,no,ACC to LHR,2,Economy Class,Solo Leisure,4,2.0
1075,Boeing 747-400,2,April 2016,3.0,2,3.0,no,LHR to MIA,3,Economy Class,Couple Leisure,4,
1076,A319,2,April 2016,1.0,1,1.0,no,OSL to LHR,1,Business Class,Business,1,
1077,Boeing 747-400,3,April 2016,3.0,3,3.0,yes,DXB to LHR,3,Economy Class,Business,4,
1078,Boeing 777-200,4,April 2016,4.0,4,3.0,yes,LHR to SFO,3,Economy Class,Solo Leisure,4,
1079,Boeing 747-400 / A320,5,April 2016,5.0,4,5.0,yes,ORD to AMS via LHR,5,Business Class,Family Leisure,5,
1080,Boeing 747,2,April 2016,1.0,2,1.0,no,MAN to DXB via LHR,1,Economy Class,Family Leisure,2,
1081,Boeing 787,4,March 2016,5.0,5,4.0,yes,LHR to YYC,5,Premium Economy,Couple Leisure,4,1.0
1082,Boeing 747,5,April 2016,5.0,5,3.0,yes,LHR to YYZ,4,First Class,Couple Leisure,5,
1083,A380,2,April 2016,1.0,3,3.0,no,AMS to HKG via LHR,1,Economy Class,Business,2,1.0
1084,A380,5,March 2016,5.0,5,5.0,yes,LHR to HKG,5,First Class,Solo Leisure,4,
1085,Boeing 747-400,5,April 2016,5.0,4,3.0,yes,LHR to GRU,4,Business Class,Couple Leisure,4,
1086,Boeing 777,2,April 2016,2.0,2,2.0,no,LHR to NBO,3,Economy Class,Business,2,2.0
1087,Boeing 777,2,April 2016,2.0,3,3.0,no,NBO to LHR,3,Premium Economy,Business,2,
1088,,3,April 2016,1.0,3,1.0,no,YVR to BCN via LHR,1,Economy Class,Couple Leisure,2,1.0
1089,Boeing 777-200,2,April 2016,2.0,1,4.0,no,DOH to LHR via BAH,5,First Class,Business,2,1.0
1090,A380,4,February 2016,2.0,2,4.0,no,LHR to JNB,3,Business Class,Business,3,2.0
1091,A320 / A380,3,April 2016,1.0,2,3.0,no,MAN to LAX via LHR,1,Economy Class,Family Leisure,1,
1092,Boeing 747,5,April 2016,5.0,5,4.0,yes,LHR to JFK,3,Economy Class,Couple Leisure,3,
1093,Boeing 777 and Boeing 787,5,April 2016,4.0,4,4.0,yes,LHR to IAH,4,Business Class,Solo Leisure,5,
1094,Boeing 777,4,February 2016,4.0,3,3.0,yes,LHR to PEK,4,Business Class,Solo Leisure,4,
1095,Boeing 747,5,April 2016,5.0,5,2.0,yes,YVR to CDG via LHR,2,Economy Class,Solo Leisure,5,
1096,A380,4,March 2016,3.0,3,3.0,yes,HKG to LHR,4,Premium Economy,Solo Leisure,5,
1097,A380-800,5,March 2016,5.0,5,5.0,yes,SFO to LHR,5,Business Class,Couple Leisure,5,
1098,Boeing 747-400,5,May 2015,4.0,4,2.0,yes,PEK to LHR,5,Premium Economy,Solo Leisure,5,
1099,A380,5,March 2016,4.0,4,5.0,yes,LHR to LAX,5,Premium Economy,Couple Leisure,4,
1100,A320,4,April 2016,4.0,3,3.0,yes,LHR to ATH,4,Economy Class,Family Leisure,4,
1101,,4,April 2016,4.0,3,3.0,no,MRS to YUL via LHR,3,Economy Class,Solo Leisure,5,1.0
1102,Boeing 767-300,4,April 2016,5.0,2,1.0,yes,LHR to LCA,3,Business Class,Family Leisure,3,
1103,Boeing 787 / A320,5,March 2016,5.0,5,5.0,yes,YYZ to TXL via LHR,5,Business Class,Couple Leisure,4,
1104,Boeing 777,5,March 2016,5.0,5,5.0,yes,TLV to LHR,5,Business Class,Couple Leisure,5,
1105,A380 / Boeing 747-400,4,March 2016,3.0,4,3.0,yes,IAD to DXB via LHR,3,Business Class,Business,3,
1106,Boeing 747-400,2,March 2016,1.0,4,1.0,no,MIA to MAN via LHR,3,Economy Class,Solo Leisure,1,
1107,Boeing 777,1,March 2016,1.0,2,1.0,no,UVF to LGW,2,Premium Economy,Couple Leisure,1,
1108,Boeing 787,4,March 2016,4.0,4,4.0,yes,BCN to SEL via LHR,3,Economy Class,Solo Leisure,5,
1109,Boeing 777-200,5,March 2016,4.0,4,4.0,yes,LHR to IAH,3,Economy Class,Couple Leisure,4,
1110,Boeing 747-400,4,March 2016,3.0,4,3.0,no,LHR to DEN,3,First Class,Couple Leisure,2,1.0
1111,Boeing 747-400 /A380,4,March 2016,4.0,4,2.0,yes,SEA to JNB via LHR,3,Economy Class,Solo Leisure,4,
1112,Boeing 787,5,March 2016,1.0,4,4.0,yes,AUH to LHR,2,Economy Class,Solo Leisure,4,
1113,Boeing 747-400,5,March 2016,5.0,5,5.0,yes,ORD to LHR,5,First Class,Solo Leisure,5,
1114,Boeing 777,5,March 2016,1.0,3,3.0,no,PHL to LHR,1,Economy Class,Couple Leisure,1,
1115,Boeing 777,5,March 2016,1.0,3,3.0,no,PHL to LHR,1,Economy Class,Couple Leisure,1,
1116,Boeing 777-300,2,January 2016,1.0,2,1.0,no,SIN to LHR,1,Premium Economy,Solo Leisure,1,
1117,Boeing 777,5,March 2016,4.0,5,3.0,yes,LHR to NBO,3,Premium Economy,Couple Leisure,4,
1118,"A320, A380",4,January 2016,4.0,4,5.0,yes,ATH to LAX via LHR,2,Economy Class,Solo Leisure,3,
1119,"A320, Boeing 777",5,March 2016,5.0,5,5.0,yes,HEL to BOM via LHR,5,Economy Class,Couple Leisure,5,
1120,Boeing 777,3,March 2016,3.0,4,2.0,yes,PUJ to LGW,2,Premium Economy,Couple Leisure,3,
1121,A321,2,March 2016,1.0,5,3.0,no,LHR to SVO,1,Economy Class,Business,2,
1122,A380,4,November 2015,3.0,4,4.0,no,MIA to LHR,1,Premium Economy,Couple Leisure,2,
1123,Boeing 777,3,March 2016,3.0,1,3.0,no,HKG to LHR,3,Premium Economy,Business,1,
1124,A380,4,September 2015,5.0,4,5.0,yes,EDI to SFO via LHR,5,Premium Economy,Couple Leisure,5,
1125,Boeing 777,4,March 2016,3.0,3,5.0,yes,LHR to SIN,5,First Class,Couple Leisure,5,
1126,Boeing 777,4,February 2016,3.0,4,4.0,yes,LHR to GIG,4,Premium Economy,Couple Leisure,3,4.0
1127,Boeing 747-400 / A380,1,February 2016,1.0,1,1.0,no,LHR to ORD,1,First Class,Business,1,1.0
1128,Boeing 767,5,March 2016,4.0,5,4.0,yes,LHR to ATH,4,Economy Class,Solo Leisure,5,
1129,Boeing 747-400,4,February 2016,4.0,3,4.0,yes,CPH to ACC via LHR,4,Economy Class,Business,5,
1130,Boeing 777-200,5,February 2016,4.0,4,4.0,yes,EDI to PHL via LHR,4,Economy Class,Couple Leisure,4,
1131,Boeing 787,5,February 2016,4.0,4,4.0,yes,LHR to MAA,5,Business Class,Business,4,
1132,Boeing 777-200,5,March 2016,4.0,5,4.0,yes,JFK to LHR,4,Business Class,Solo Leisure,4,
1133,Boeing 777-300ER,4,February 2016,3.0,4,4.0,yes,LHR to JFK,4,Economy Class,Solo Leisure,4,
1134,Boeing 777,5,March 2016,2.0,3,2.0,no,JFK to LHR,2,Economy Class,Solo Leisure,3,
1135,Boeing 747-400,5,February 2016,4.0,4,4.0,yes,ACC to ZRH via LHR,3,Economy Class,Couple Leisure,5,
1136,A320,4,February 2016,1.0,4,1.0,no,OTP to LHR,1,Business Class,Solo Leisure,2,
1137,A380,5,February 2016,3.0,1,3.0,yes,IAD to LHR,5,Economy Class,Business,4,1.0
1138,Boeing 747,2,February 2016,2.0,4,1.0,no,LHR to CPT,3,Premium Economy,Couple Leisure,1,
1139,Boeing 777,1,January 2016,3.0,1,2.0,no,MAN to GIG via LHR,1,First Class,Couple Leisure,2,
1140,"Boeing 777, A320, A380",5,February 2016,3.0,5,4.0,yes,LAX to AMS via LHR,4,Business Class,Couple Leisure,5,
1141,Boeing 777,5,January 2016,3.0,2,2.0,yes,LGW to PUJ,4,Economy Class,Couple Leisure,5,
1142,Boeing 777,1,February 2016,3.0,3,3.0,no,LGW to CUN,4,Premium Economy,Solo Leisure,3,
1143,Boeing 787-9,4,February 2016,3.0,4,3.0,no,KUL to LHR,1,First Class,Couple Leisure,1,
1144,Boeing 747,1,February 2016,1.0,2,1.0,no,LHR to YVR,1,Economy Class,Family Leisure,1,
1145,Boeing 787 / 777,3,February 2016,2.0,2,2.0,no,SEA to TLV via LHR,3,Business Class,Business,2,
1146,Boeing 747,3,January 2016,1.0,1,2.0,no,YVR to LIS via LHR,3,Economy Class,Family Leisure,1,3.0
1147,A380,5,December 2015,5.0,4,4.0,yes,LHR to MIa,5,First Class,Couple Leisure,4,
1148,Boeing 747 400,5,February 2016,5.0,3,3.0,yes,EDI to LAS via LHR,4,Business Class,Family Leisure,4,
1149,Boeing 777,3,February 2016,3.0,2,2.0,no,LHR to DXB,3,Business Class,Family Leisure,3,
1150,Boeing 747-400,5,February 2016,4.0,4,3.0,yes,LHR to BOM,4,Business Class,Business,5,
1151,Boeing 777,5,November 2015,5.0,4,5.0,yes,ATL to LHR,5,First Class,Solo Leisure,4,
1152,Boeing 777-200,4,December 2015,4.0,3,3.0,yes,DOH to LHR via BAH,4,Business Class,Business,4,
1153,,3,February 2016,2.0,1,1.0,no,ZRH to LCY,3,Economy Class,Family Leisure,1,1.0
1154,Boeing 747-400,4,January 2016,2.0,4,2.0,no,LHR to GRU,3,Business Class,Business,3,
1155,Boeing 747-400,1,February 2016,2.0,3,3.0,no,YVR to LHR,2,Economy Class,Family Leisure,2,
1156,"A380, Boeing 747 and Boeing 777",5,January 2016,4.0,5,3.0,yes,JNB to JFK via LHR,4,Economy Class,Solo Leisure,4,
1157,Boeing 777-200,4,February 2016,3.0,3,4.0,no,GIG to LHR,3,First Class,Couple Leisure,3,
1158,A380,4,January 2016,4.0,3,3.0,no,LHR to SIN,3,First Class,Couple Leisure,3,
1159,"A320, A380, Boeing 777-300",3,January 2016,4.0,4,4.0,yes,WAW to HKG via LHR,3,Economy Class,Couple Leisure,4,
1160,Boeing 777,5,January 2016,5.0,4,5.0,yes,LHR to EWR,5,First Class,Business,4,
1161,A318,5,October 2015,1.0,5,2.0,yes,LCY to JFK,3,Business Class,Solo Leisure,5,
1162,Boeing 777-200,2,January 2016,1.0,1,2.0,no,LHR to BOS,2,Economy Class,Solo Leisure,2,
1163,Boeing 777,5,January 2016,4.0,4,3.0,yes,LHR to GIG,4,Business Class,Couple Leisure,4,
1164,Boeing 777,1,January 2016,1.0,1,1.0,no,LGW to MLE,1,Business Class,Couple Leisure,1,1.0
1165,A380,2,January 2016,2.0,1,2.0,no,JNB to LHR,3,Business Class,Couple Leisure,1,1.0
1166,Boeing 747-400,5,December 2015,5.0,4,5.0,yes,GLA to JFK via LHR,4,Economy Class,Couple Leisure,5,
1167,Boeing 747-400,5,December 2015,5.0,5,5.0,yes,KWI to EDI via LHR,5,Premium Economy,Solo Leisure,5,
1168,Boeing 747-400,3,January 2016,1.0,4,1.0,no,YVR to LHR,3,Premium Economy,Solo Leisure,2,1.0
1169,A380,1,January 2016,1.0,1,1.0,no,MIA to MAN via LHR,2,Premium Economy,Family Leisure,1,
1170,Boeing 777,2,December 2015,1.0,3,1.0,no,BKK to LHR,2,Economy Class,Couple Leisure,2,1.0
1171,A380,5,September 2015,3.0,4,3.0,yes,HKG to LHR,4,Economy Class,Solo Leisure,4,
1172,Boeing 747,3,February 2015,4.0,4,4.0,yes,CPT to LHR,4,Business Class,Solo Leisure,4,
1173,A380,5,January 2016,5.0,4,5.0,yes,LHR to SFO,4,Economy Class,Solo Leisure,4,
1174,,1,September 2015,1.0,3,1.0,no,LHR to LAS,2,Economy Class,Couple Leisure,2,1.0
1175,Boeing 777,3,January 2016,2.0,3,3.0,yes,BKK to LHR,2,Business Class,Couple Leisure,3,1.0
1176,Boeing 777-300,4,January 2016,4.0,3,4.0,yes,LHR to JED,3,Economy Class,Solo Leisure,4,
1177,,1,October 2015,1.0,1,1.0,no,LHR to JFK,3,Business Class,Business,2,1.0
1178,Boeing 777-200,3,December 2015,3.0,3,2.0,no,iAH to LHR,3,Premium Economy,Family Leisure,2,
1179,Boeing 777-200,2,December 2015,2.0,4,4.0,no,YYZ to LHR,2,Business Class,Couple Leisure,4,
1180,Boeing 747,5,January 2016,4.0,4,4.0,yes,LHR to MEX,4,First Class,Couple Leisure,5,
1181,Boeing 777,3,January 2016,4.0,5,4.0,yes,MUC to JFK via LHR,3,Premium Economy,Couple Leisure,4,
1182,A380,5,December 2015,4.0,3,1.0,no,JNB to DUB via LHR,3,Economy Class,Couple Leisure,4,
1183,A320 / Boeing 787,4,November 2015,4.0,4,5.0,yes,TLV to PHL via LHR,3,Economy Class,Solo Leisure,1,
1184,Boeing 787,5,January 2016,4.0,5,4.0,yes,NCE to YUL via LHR,5,Economy Class,Family Leisure,5,
1185,Boeing 777,1,January 2016,1.0,2,1.0,no,BKK to LHR,1,Economy Class,Solo Leisure,1,
1186,Boeing 747,3,June 2015,3.0,4,2.0,no,YVR-LIS via LHR,3,Economy Class,Solo Leisure,3,
1187,Boeing 777,4,December 2015,4.0,5,4.0,yes,LHR to DEL,4,Business Class,Family Leisure,4,
1188,B767 / A380,5,November 2015,5.0,5,5.0,yes,MAD to LAX via LHR,4,Business Class,Business,4,
1189,Boeing 777,3,December 2015,1.0,1,1.0,no,CPH to ORD via LHR,2,Business Class,Couple Leisure,1,1.0
1190,Boeing 777,5,December 2015,5.0,4,4.0,yes,JED to LHR,4,Economy Class,Solo Leisure,5,
1191,A320,1,December 2015,3.0,3,1.0,no,LIS to LHR,3,Economy Class,Couple Leisure,3,
1192,Boeing 747-400,4,December 2015,3.0,3,1.0,no,LHR to YVR,4,Business Class,Solo Leisure,2,
1193,,3,December 2015,3.0,2,1.0,no,CPT to GVA via LHR,1,Premium Economy,Family Leisure,2,1.0
1194,Boeing 747-400,4,December 2015,3.0,1,2.0,no,London to Vancouver,2,Economy Class,Business,2,
1195,Boeing 747-400,1,December 2015,2.0,3,1.0,no,LHR to BOM,1,Economy Class,Family Leisure,1,
1196,Boeing 777-200,5,December 2015,5.0,4,4.0,yes,LGW to MCO,5,Business Class,Couple Leisure,5,
1197,,4,September 2015,3.0,2,1.0,no,LHR to BKK,1,Economy Class,Couple Leisure,1,1.0
1198,Boeing 747-400,5,December 2015,5.0,5,3.0,yes,GRU to LHR,5,Business Class,Couple Leisure,5,
1199,Boeing 777-300,1,December 2015,3.0,4,4.0,yes,Madrid to Sydney via LHR,4,Economy Class,Solo Leisure,4,
1200,A380,4,October 2015,3.0,2,2.0,no,Heathrow to Johannesburg,2,Business Class,Couple Leisure,3,
1201,A380,3,December 2015,2.0,3,2.0,no,London to Los Angeles,3,Business Class,Solo Leisure,1,
1202,Boeing 777,2,November 2015,2.0,2,1.0,no,GIG to LHR,3,Premium Economy,Couple Leisure,1,
1203,Boeing 747,5,December 2015,5.0,5,5.0,yes,LHR to YVR,5,Business Class,Couple Leisure,5,5.0
1204,Boeing 777-200,5,December 2015,5.0,5,4.0,yes,MAN to JFK via LHR,4,Business Class,Couple Leisure,5,
1205,Boeing 777,3,November 2015,2.0,1,3.0,no,LHR to AUS,3,Premium Economy,Business,1,1.0
1206,Boeing 777,1,December 2015,1.0,3,1.0,no,Punta Cana to London,3,Economy Class,Couple Leisure,2,1.0
1207,Boeing 777-300,5,December 2015,5.0,5,5.0,yes,LHR to SIN,5,Economy Class,Couple Leisure,5,
1208,Boeing 777,3,November 2015,3.0,2,4.0,yes,SEA to LHR,4,Premium Economy,Solo Leisure,4,
1209,Boeing 747,3,December 2015,5.0,5,2.0,yes,LHR to SEA,2,Economy Class,Solo Leisure,3,
1210,Boeing 777,5,December 2015,5.0,5,4.0,yes,BKK to LHR,5,Business Class,Couple Leisure,5,
1211,Boeing 777-200,5,December 2015,5.0,5,4.0,yes,London Gatwick to Punta Cana,5,Business Class,Couple Leisure,5,
1212,Boeing 777-200,4,December 2015,4.0,4,4.0,yes,LGW to TPA,3,Economy Class,Solo Leisure,4,
1213,Boeing 747-400,5,December 2015,5.0,5,4.0,yes,Heathrow to Cape Town,4,Economy Class,Solo Leisure,4,
1214,Boeing 777,4,December 2015,3.0,4,3.0,yes,Gatwick to Las Vegas,4,Premium Economy,Couple Leisure,3,1.0
1215,Boeing 777 / A319,4,November 2015,2.0,4,2.0,yes,HND to BRU via LHR,3,First Class,Solo Leisure,3,
1216,Boeing 747-400,5,November 2015,2.0,1,1.0,no,LAS to LHR,3,First Class,Business,1,
1217,Boeing 777,4,November 2015,3.0,3,2.0,yes,Tampa to Gatwick,4,Business Class,Couple Leisure,4,
1218,Boeing 747-400,3,November 2015,3.0,3,2.0,yes,LHR to MIA,4,Premium Economy,Couple Leisure,3,
1219,Boeing 747-400,3,November 2015,3.0,4,4.0,yes,JFK to LHR,2,Economy Class,Couple Leisure,3,
1220,Boeing 777,3,October 2015,1.0,1,1.0,no,YUL to FCO via LHR,4,Economy Class,Couple Leisure,1,
1221,Boeing 777-200,2,November 2015,2.0,3,2.0,no,LHR to KUL,3,Premium Economy,Couple Leisure,3,
1222,Boeing 777,4,November 2015,4.0,3,4.0,yes,IAD to DXB via LHR,1,Economy Class,Family Leisure,4,
1223,Boeing 747-400,5,November 2015,5.0,5,4.0,yes,EDI to LAS via LHR,3,Economy Class,Solo Leisure,5,
1224,,2,November 2015,1.0,3,2.0,no,London to Barbados,2,Economy Class,Couple Leisure,2,1.0
1225,Boeing 777-200,1,October 2015,3.0,2,1.0,no,GLA to BKK via LHR,2,Premium Economy,Couple Leisure,2,1.0
1226,Boeing 777-300ER,1,January 2015,1.0,4,2.0,yes,MAN to BOM via LHR,3,Economy Class,Business,4,
1227,Boeing 777,2,November 2015,2.0,3,,no,Bangkok to London,4,Business Class,Couple Leisure,2,1.0
